#GENE	SH26-1095-Vehicle	SH26-1125-TDM1	SH26-1127-TDM1	SH26-1182-Combo	SH26-1196-TDM1	SH26-1226-Combo	SH26-1239-Combo	SH26-1259-Resist	SH26-1261-TAK	SH26-1270-TAK	SH26-1274-TAK	SH26-1275-Resist	SH26-1291-Resist	SH26-1313-Vehicle
Sprr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sprtn	364	471	773	569	546	603	619	708	409	521	736	646	443	334
Spry1	1089	588	2197	1073	983	983	1075	1453	673	1208	975	1348	776	479
Spry2	705	383	1197	499	605	388	665	469	264	509	540	933	290	488
Spry4	234	212	550	165	406	141	186	274	90	158	216	344	260	136
Spryd3	587	1040	2036	1632	1481	1461	1704	1290	1189	1558	1533	709	1433	216
Spryd4	314	189	469	196	248	271	278	186	235	273	244	204	200	168
Spryd7	1079	754	978	650	753	917	1068	559	759	595	838	1096	312	636
Spsb1	148	446	444	659	392	405	1119	1663	1128	495	1220	612	978	213
Spsb2	332	363	1348	720	547	760	762	445	470	857	671	174	497	441
Spsb3	262	415	821	586	541	672	605	550	606	747	546	342	347	233
Spsb4	33	25	46	53	29	17	4	8	8	36	28	3	29	15
Spta1	0	7	12	6	2	3	0	8	4	4	7	32	3	0
Sptan1	1061	6421	9062	10517	11173	8101	12236	12961	5961	9505	15312	11903	10969	746
Sptb	7	316	77	319	301	446	356	262	266	164	292	73	114	39
Sptbn1	2677	9427	13547	12022	18292	12020	20375	26838	8993	17702	33890	37495	13734	1941
Sptbn2	194	831	1216	1759	1593	2037	2284	1452	1376	800	1211	403	1867	88
Sptbn4	33	14	11	11	9	14	2	3	4	16	4	3	5	21
Sptbn5	16	10	13	2	3	5	23	41	5	8	16	15	4	0
Sptlc1	1025	1613	2695	2107	1783	2192	2049	1501	1814	2041	2236	1870	1556	1025
Sptlc2	2447	2966	8144	3491	4470	3431	4536	2506	2709	4175	4397	5879	3605	1595
Sptlc3	7	207	24	68	96	135	109	159	103	42	23	22	17	52
Sptssa	2838	2061	1258	1143	1645	1907	1808	1262	1382	1734	1505	1551	542	2874
Sptssb	221	562	403	132	478	55	18	96	81	65	32	48	30	77
Spty2d1	175	844	849	760	685	493	564	812	335	543	668	932	507	36
Spx	0	0	1	2	7	2	128	3	1	4	2	2	0	7
Spz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqle	782	618	628	540	594	521	244	504	354	707	736	614	848	491
Sqor	1275	2500	4463	2890	2790	2395	3338	1647	2472	1974	2355	1895	2226	1109
Sqstm1	11061	14695	55310	32593	19257	16129	27003	21545	14297	27407	27192	13369	30822	5966
Sra1	2643	1483	2393	1578	1691	1872	1863	1514	1705	1980	1521	1102	1431	2433
Srarp	5	2	11	3	9	4	3	0	14	1	1	1	0	0
Srbd1	157	229	527	434	274	285	321	312	239	354	397	352	238	67
Src	941	1926	4116	2705	3242	2093	2290	1620	1563	3197	1689	933	2995	939
Srcap	6	125	121	161	93	76	196	130	61	116	177	144	122	18
Srcin1	357	93	522	69	143	107	103	151	56	121	104	242	47	209
Srd5a1	676	3099	1490	1748	5342	471	1392	479	955	604	283	121	394	796
Srd5a2	0	0	0	0	0	0	0	2	0	3	1	4	0	13
Srd5a3	514	581	1187	891	782	956	962	718	752	866	833	690	599	586
Srebf1	1966	2850	5728	4536	4958	7262	4758	2275	5773	6876	4507	2181	3862	1177
Srebf2	1116	2825	4234	2991	3684	2695	2780	2879	1960	3455	3666	1832	2739	813
Srek1	402	535	575	677	548	607	459	898	481	570	676	1258	593	168
Srek1ip1	535	349	431	281	324	397	366	322	224	345	283	572	234	651
Srf	407	831	1340	1154	1075	941	857	1168	755	1123	858	596	852	378
Srfbp1	229	225	255	245	310	218	220	247	190	236	254	227	199	141
Srgap1	30	359	410	318	397	360	320	320	274	341	167	180	362	0
Srgap2	316	750	1240	1136	944	895	916	1244	771	1096	1071	1160	572	346
Srgap3	43	764	321	432	458	417	268	299	210	326	243	172	261	50
Srgn	1270	2286	1089	1073	1528	1218	1713	2064	1140	896	1579	2980	388	1418
Sri	1977	3219	3814	2591	2994	2386	3209	3127	2026	2915	2989	2967	1614	2218
Srl	33	236	63	32	22	21	47	39	20	107	338	319	176	0
Srm	657	927	1060	566	738	446	569	471	496	377	377	226	425	582
Srms	54	21	76	46	39	65	44	69	28	49	112	37	24	51
Srp14	10034	2295	5533	2478	2822	4266	4620	2633	3732	4609	3809	3186	2417	8827
Srp19	2174	687	966	636	659	809	993	646	748	991	739	1208	506	1450
Srp54a	24	60	139	122	84	83	96	111	40	102	112	99	69	0
Srp54b	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Srp54c	38	128	205	132	105	146	126	199	73	103	160	355	134	31
Srp68	716	1582	2258	2044	1952	2034	2260	2120	1937	2058	2210	1432	1977	549
Srp72	980	2467	3553	2399	2604	1911	2543	2162	1644	1957	2208	3849	2365	619
Srp9	2153	373	1322	681	1180	1200	1080	480	1084	432	1087	318	558	2322
Srpk1	778	857	1204	882	1012	808	924	1091	715	911	986	1063	839	579
Srpk2	634	811	1871	1258	1247	1193	1542	1232	893	1381	1465	1872	929	352
Srpk3	0	22	6	6	5	9	3	28	4	9	17	3	3	0
Srpr	1611	3601	4112	4054	3679	3465	3840	3317	3072	3056	3763	4538	4230	974
Srprb	1868	1689	2145	1666	1475	1672	1626	1371	1286	1660	1501	1529	1485	1250
Srpx	41	107	80	74	102	50	60	304	35	62	160	88	31	15
Srpx2	79	75	139	48	74	39	87	155	29	61	103	52	27	9
Srr	206	321	538	556	355	544	543	568	446	567	753	671	348	201
Srrd	232	199	324	255	197	276	286	292	250	284	255	189	175	183
Srrm1	820	1998	2560	2709	2550	2434	2661	2866	2154	2465	3090	3876	2639	746
Srrm2	3126	4019	6295	5736	4349	4484	3886	5893	3158	6000	5487	7402	4984	1192
Srrm3	0	11	2	0	0	3	0	0	0	0	0	0	0	0
Srrm3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrm4	0	6	7	8	45	17	18	10	11	16	14	6	23	13
Srrm4os	0	0	0	1	2	0	2	0	0	1	0	0	1	0
Srrt	1175	1348	1837	1310	1734	1337	1454	1842	1221	1383	1380	1389	1685	860
Srsf1	1407	2544	2836	2140	2274	1772	1737	2220	1204	1822	1688	2678	1634	1289
Srsf10	1121	1080	1050	866	880	977	799	992	753	804	999	1966	660	764
Srsf11	1476	1066	1363	906	1020	951	1163	1427	776	1112	1177	2222	928	414
Srsf12	0	3	6	2	4	1	2	3	1	7	0	7	0	0
Srsf2	2362	2651	3506	1970	2471	1786	2283	2609	1596	1761	2089	2137	1891	941
Srsf3	2558	2423	2768	1455	1967	1583	1900	1779	1219	1600	1250	1946	1276	2152
Srsf3-ps	0	2	9	4	3	0	0	1	1	1	1	31	1	1
Srsf4	471	1084	1529	1546	1319	1695	1630	2142	1453	1833	2293	1443	1633	350
Srsf5	2529	1600	4393	2577	1917	4124	2860	3935	3212	4852	4254	5988	2028	863
Srsf6	3153	2171	3493	2353	2146	2774	2385	2827	2356	2365	2593	3128	1847	1438
Srsf7	2477	1332	1512	807	1051	883	658	753	542	918	684	1019	631	1035
Srsf9	1252	1503	2066	1488	1660	1735	1744	1371	1717	1901	1195	775	1219	1780
Srsx	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srxn1	1138	956	6865	1376	1482	1643	2125	1195	1671	1340	1706	789	1126	611
Sry	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ss18	1001	1562	1713	1775	1594	1739	1714	1962	1488	2047	2132	2018	1389	897
Ss18l1	111	86	124	117	92	129	92	128	76	125	157	141	97	33
Ss18l2	1020	244	486	215	245	366	425	276	392	397	320	230	183	1115
Ssb	1253	2038	2329	1736	2052	1961	1950	1760	1631	1517	1758	4079	1353	861
Ssbp1	1050	607	941	488	560	766	717	572	619	761	607	773	485	1169
Ssbp2	132	629	379	652	683	739	391	681	500	369	466	306	298	73
Ssbp3	466	1586	1741	1933	1608	2127	1559	1737	1573	1683	1476	918	1644	372
Ssbp4	1699	1442	2242	1795	2130	1903	1752	1803	1550	1742	1704	804	1398	1291
Ssc4d	29	31	63	35	43	36	23	21	38	51	40	15	38	32
Ssc5d	24	69	71	67	35	54	29	192	27	43	77	54	17	0
Ssh1	235	482	985	814	804	644	917	775	472	748	838	764	480	60
Ssh2	291	998	1114	1468	1129	965	1613	2397	980	1370	1808	2522	1271	144
Ssh3	809	1262	1836	1818	1485	1603	1641	1285	1186	1479	1430	553	1289	268
Ssmem1	4	4	5	3	5	5	2	0	7	6	3	1	0	0
Ssna1	3464	763	1654	869	924	1314	1383	838	1097	1519	923	444	738	3076
Sspn	55	286	205	325	258	278	382	713	160	323	897	471	184	31
Sspnos	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspo	0	10	11	9	20	12	21	32	5	18	16	4	4	0
Ssr1	1575	3466	4479	2738	2967	2475	3176	3283	2184	2317	3317	5032	2347	1004
Ssr2	7079	3710	7138	3661	4012	3699	3955	3377	3149	4223	3020	3765	3148	7137
Ssr3	7644	5970	7908	4309	4989	4394	5507	5198	3605	3818	4965	13500	3608	4092
Ssr4	11598	5299	4094	3037	4031	3711	4339	3530	3597	3928	2980	2509	2837	8202
Ssrp1	1054	3098	4160	3476	3446	3325	4014	3164	2759	3323	3108	2254	2824	821
Sst	0	0	0	0	0	1	1	0	0	2	0	0	0	0
Sstr1	0	2	1	0	5	0	0	4	0	1	0	0	0	0
Sstr2	68	137	80	36	91	35	9	7	4	26	10	28	38	36
Sstr3	0	0	5	1	1	0	1	5	4	1	2	5	11	0
Sstr4	0	0	7	1	18	7	3	0	0	13	27	9	2	0
Sstr5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ssty1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssu2	0	10	30	22	21	6	21	32	10	33	12	3	25	6
Ssu72	2058	2307	2902	2158	2475	2675	2920	1812	2696	2597	2324	1893	1765	2609
Ssx2ip	368	690	1282	975	777	970	1159	618	720	1134	1086	1167	681	340
Ssx9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St13	2493	2820	6082	2834	2938	2511	2721	2691	1815	3604	3024	3794	2844	1625
St14	2289	5635	6644	7279	7663	6402	6469	3595	5405	5534	4719	2736	6697	1751
St18	0	0	0	1	1	1	0	7	0	1	0	10	0	0
St3gal1	2538	3345	9709	4771	5368	3204	3721	3938	2147	4624	5895	6417	11378	1432
St3gal2	211	535	562	619	708	428	622	921	413	616	551	492	253	188
St3gal3	608	289	927	549	508	701	560	526	459	645	855	628	573	630
St3gal4	4036	8918	6377	9242	9426	6247	6022	3337	3927	11482	4553	3975	13371	4965
St3gal5	459	1170	2953	2847	1176	3639	1438	1447	2016	3750	1626	1628	6479	164
St3gal6	834	332	885	339	341	367	388	557	340	332	402	1576	248	694
St6gal1	536	1286	2926	745	859	712	973	1537	573	1937	766	986	392	380
St6gal2	0	0	1	1	0	2	0	0	0	0	1	3	0	0
St6galnac1	0	3	1	1	0	0	4	0	0	0	1	0	0	0
St6galnac2	629	447	586	506	402	368	572	382	266	903	931	693	149	397
St6galnac3	541	89	250	85	136	98	165	151	62	89	179	865	65	247
St6galnac4	2055	230	2592	283	394	375	477	396	165	438	445	556	129	2003
St6galnac5	11	7	31	29	23	26	31	59	16	20	31	31	8	0
St6galnac6	699	272	1090	292	384	377	452	688	251	517	726	491	176	569
St7	313	399	630	414	463	535	578	387	491	391	421	405	357	215
St7l	695	382	614	387	472	504	532	393	451	371	504	468	379	420
St8sia1	0	30	3	8	4	18	5	39	3	6	2	11	1	0
St8sia2	14	44	23	25	46	36	14	195	14	52	56	141	32	6
St8sia3	0	2	6	1	11	0	4	0	0	5	4	11	0	0
St8sia3os	0	0	1	0	0	0	0	0	3	0	0	0	0	0
St8sia4	58	259	155	127	116	188	144	213	64	111	220	262	47	24
St8sia5	4	1	0	2	0	0	0	0	0	1	1	0	2	0
St8sia6	852	4080	1929	1109	2890	690	720	409	324	239	481	1420	257	251
Stab1	376	1057	1219	1072	955	773	1209	5123	677	973	1417	720	593	333
Stab2	32	15	32	31	51	15	11	27	7	26	92	21	17	0
Stac	28	8	38	3	13	4	20	19	5	15	19	13	2	20
Stac2	191	177	285	132	97	36	79	149	54	108	154	53	14	182
Stac3	7	3	1	3	5	8	5	17	5	10	8	1	0	0
Stag1	216	571	621	776	736	658	828	1092	594	662	1003	1440	702	121
Stag2	1138	1377	1406	1636	1389	1528	1560	1789	990	1438	2030	4627	1264	559
Stag3	4	0	0	2	3	0	1	3	0	7	4	1	0	0
Stam	562	611	765	630	617	669	595	665	456	684	737	1196	458	411
Stam2	345	911	1265	983	1033	887	1101	777	756	908	983	1129	890	272
Stambp	286	604	918	685	592	706	677	671	552	640	803	640	553	314
Stambp-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stambp-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stambpl1	605	280	670	282	307	326	259	243	204	328	209	242	306	284
Stamos	25	23	11	24	20	15	21	15	12	30	17	6	15	30
Stap1	30	92	49	37	21	32	21	50	9	31	48	44	4	28
Stap2	1077	796	1140	798	881	750	905	581	637	831	741	485	721	748
Star	20	16	49	10	13	20	34	23	12	10	17	14	21	27
Stard10	7695	6379	9794	6257	6925	7481	6573	4080	7345	7507	5252	2913	6790	6303
Stard13	122	409	812	996	688	807	1014	1202	765	1009	1541	1036	969	72
Stard3	1612	1622	2576	1871	2283	2042	2110	1062	1628	2182	1683	765	1560	1163
Stard3nl	5049	972	2551	1049	1090	1549	1998	1067	1109	1823	1531	1248	679	3155
Stard4	459	311	473	370	360	376	387	366	204	438	665	446	190	263
Stard5	651	600	1040	571	449	654	678	754	496	429	834	755	370	633
Stard6	14	6	18	1	4	7	2	14	6	3	9	9	3	0
Stard7	744	1016	1444	1275	1031	1326	1423	1421	1029	1270	1677	1393	981	527
Stard8	504	383	814	456	543	465	603	1077	373	392	1018	816	258	211
Stard9	88	132	237	193	271	178	250	549	143	285	591	604	122	65
Stat1	602	1373	930	911	1184	1003	788	797	502	1023	615	557	325	889
Stat2	422	799	748	818	841	601	732	732	472	698	699	560	354	204
Stat3	1229	3978	7116	5990	5183	5205	5902	5780	3851	5283	7014	4064	5983	1659
Stat4	0	56	12	19	33	12	9	82	5	11	25	42	10	0
Stat5a	192	198	375	341	217	284	312	371	198	302	308	199	175	223
Stat5b	326	802	817	815	647	577	875	1226	475	771	967	666	606	353
Stat6	1174	2246	4316	2957	2904	2232	2834	2557	1547	3430	2693	2053	2481	954
Stau1	1176	1163	2328	1716	1632	1644	1759	1967	1344	1723	2264	2318	1363	1364
Stau2	116	411	392	386	351	365	419	334	266	272	354	577	330	114
Stbd1	1267	298	1599	487	639	985	611	943	504	416	1230	1668	402	1353
Stc1	58	234	175	48	248	61	45	166	42	63	106	328	105	35
Stc2	55	796	236	317	281	267	216	410	59	216	127	307	111	51
Steap1	56	167	79	35	31	17	8	115	11	40	8	16	19	82
Steap2	286	731	714	586	469	284	310	603	172	436	561	647	218	201
Steap3	119	496	295	606	442	202	212	856	138	383	304	328	72	64
Steap4	155	641	207	199	329	109	280	372	68	163	301	867	51	236
Stfa1	2	0	2	0	1	0	0	0	5	0	1	1	0	0
Stfa2	0	0	2	0	2	0	1	0	1	0	2	0	0	0
Stfa2l1	17	9	6	5	17	23	10	0	21	0	4	3	0	0
Stfa3	0	9	0	0	0	0	1	0	0	0	0	0	0	0
Stil	5	61	22	20	19	5	12	52	3	38	9	53	12	16
Stim1	446	1949	2097	2268	1738	2049	2096	2245	1812	2349	2446	1379	1638	511
Stim2	426	1032	1265	1237	1290	1295	1071	1143	839	1161	1398	1552	1136	227
Stimate	1648	520	2522	695	713	790	1176	673	597	942	947	691	548	1264
Sting1	595	1693	1774	1422	1560	876	1059	992	560	822	699	837	1165	617
Stip1	3381	2927	5231	3255	2932	2821	2696	2756	2752	3163	2999	3231	2735	2384
Stk-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk10	238	455	712	465	371	407	418	713	208	500	549	334	259	209
Stk11	1507	1941	3804	2905	2627	3319	3438	3109	2696	4396	3426	1772	2836	1526
Stk11ip	412	526	835	787	637	679	872	865	531	830	687	306	541	209
Stk16	2860	1120	2564	1072	1171	1306	1276	1073	998	1635	1185	838	899	1467
Stk17b	713	866	1140	467	443	543	649	1289	301	688	790	1068	366	399
Stk19	573	350	713	432	414	660	534	400	546	783	414	262	353	674
Stk19-ps1	1	0	6	2	1	0	0	0	8	1	1	1	0	0
Stk24	521	2080	2014	1873	1926	1564	1609	1825	1297	1732	1867	1736	1536	456
Stk25	3439	2144	5402	2672	2715	2909	3227	2561	2591	3472	3001	2428	2190	1877
Stk26	25	145	108	120	85	75	107	75	53	42	49	213	7	51
Stk3	175	524	887	524	491	506	475	619	359	463	612	1358	436	17
Stk31	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Stk32a	81	16	60	10	44	32	10	81	6	38	28	132	28	65
Stk32b	0	1	1	1	1	0	2	0	0	0	0	1	0	0
Stk32c	70	38	24	25	37	44	45	71	20	32	33	28	8	30
Stk33	37	153	33	87	121	90	31	280	97	154	76	162	46	23
Stk35	288	622	896	908	668	744	935	778	653	640	850	522	552	158
Stk36	48	85	123	113	112	134	85	195	52	171	60	50	42	53
Stk38	1086	1373	1601	1636	1380	1629	1422	1643	1083	1566	1297	1627	1783	850
Stk38l	123	598	594	592	608	506	602	518	352	520	691	565	628	119
Stk39	1319	2198	3886	1646	2226	1123	2040	753	1197	1465	1536	1879	2212	971
Stk4	336	1337	1748	1459	1238	1055	1362	1586	761	1473	1695	1918	1132	160
Stk40	477	1066	1458	943	1198	816	903	1317	630	922	1185	899	795	289
Stkld1	8	4	2	0	6	4	1	8	1	7	7	15	2	0
Stmn1	765	599	810	619	546	658	507	499	514	587	597	808	504	602
Stmn1-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stmn2	133	213	277	240	400	274	620	411	415	412	961	556	165	80
Stmn3	3	3	1	3	3	1	4	1	1	9	3	1	0	0
Stmn4	0	0	0	1	0	1	0	2	2	0	0	0	0	0
Stmnd1	41	142	60	57	115	99	22	317	37	195	97	210	41	17
Stn1	513	501	924	498	576	447	521	408	347	481	408	235	391	418
Stom	1090	8456	4330	5292	8307	4003	4339	3691	3683	3933	3951	2689	3287	1625
Stoml1	267	294	402	383	358	343	436	456	309	506	395	166	217	108
Stoml2	1199	1158	1757	1151	1103	1296	1384	997	1137	1286	1202	889	980	1207
Stoml3	0	4	2	1	1	3	1	2	4	2	0	0	2	0
Ston1	39	186	604	491	494	137	865	931	200	574	924	1140	516	1
Ston2	127	604	710	833	731	655	625	825	483	691	672	636	562	54
Stox1	13	28	25	23	31	27	19	71	20	42	28	29	16	9
Stox2	26	227	166	204	179	106	185	381	161	202	251	496	171	46
Stpg1	7	14	24	17	7	37	6	70	39	42	21	29	12	0
Stpg2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Stpg3	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Stpg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stra6	10	181	50	51	24	12	11	14	6	13	4	51	71	9
Stra6l	205	54	186	126	118	64	127	68	69	134	200	99	26	547
Stra8	74	2	21	3	5	5	26	3	0	2	0	2	0	14
Strada	217	437	681	558	438	516	592	581	481	544	572	317	333	150
Stradb	271	251	507	450	243	424	476	376	381	600	547	312	424	62
Strap	1751	2538	3360	2166	2551	2240	2386	1933	1942	2019	2242	2369	1647	1315
Strbp	420	737	774	687	689	729	663	815	634	891	807	1334	666	260
Strc	1	46	15	133	0	20	4	0	1	286	19	34	0	0
Strip1	537	999	1328	1112	1157	1168	1093	1148	909	961	1162	663	1000	429
Strip2	4	82	19	18	7	7	13	198	10	14	71	70	21	0
Strit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strn	147	719	619	782	752	566	740	853	492	500	851	1119	644	51
Strn3	270	830	1100	826	866	693	834	856	512	853	1188	1936	787	138
Strn4	788	1902	2656	2134	2277	1886	2397	2119	1500	2064	2267	1203	1944	482
Stt3a	1542	3298	3613	3280	3056	2609	2730	3034	2237	2040	2665	4192	2801	1024
Stt3b	2065	3684	3227	3432	3641	2839	3659	4293	2723	2511	4039	4927	3090	1590
Stub1	2506	2466	5000	3680	3123	4886	3855	3214	5002	4542	3483	2006	3519	2773
Stum	12	38	35	28	21	17	10	148	6	38	46	32	15	0
Stx11	114	190	384	203	123	102	258	196	52	358	175	167	135	91
Stx12	1153	1398	1791	1660	1778	1512	1835	1623	1343	1598	2486	2124	1596	1000
Stx16	819	458	873	618	634	736	834	1078	613	985	1193	1142	630	277
Stx17	422	530	1060	727	568	770	842	826	599	753	1079	1352	631	409
Stx18	503	636	840	598	533	622	608	622	562	718	612	550	563	265
Stx19	905	121	597	102	207	84	140	71	42	103	87	655	112	637
Stx1a	43	46	72	34	47	51	38	103	56	44	62	32	54	4
Stx1b	3	12	4	4	10	2	11	60	3	11	13	28	7	0
Stx2	184	301	349	302	403	391	346	568	299	362	462	294	238	115
Stx3	866	677	1267	870	1047	1189	1314	756	1000	1129	1589	1267	670	722
Stx4a	919	1242	1793	1112	1273	1281	1374	1550	1227	1389	1257	1069	878	1392
Stx5a	1809	1197	2349	1707	1492	1938	2104	1871	1573	2262	2198	1257	1585	1175
Stx6	902	1114	2590	1460	1398	1420	1484	1219	1032	1833	1703	1109	896	632
Stx7	1847	2067	3019	1931	2124	1909	2193	1950	1400	2113	2713	3249	1415	1286
Stx8	2005	702	1870	899	999	1005	1203	875	865	1366	1127	829	750	2077
Stxbp1	138	377	467	401	610	477	621	697	307	477	980	701	335	67
Stxbp2	2505	1907	5014	3074	2799	2839	3449	2008	2508	3365	2949	1811	2758	2192
Stxbp3	834	882	1136	783	852	846	933	921	685	741	1371	1335	643	309
Stxbp3-ps	0	5	6	4	6	4	6	2	2	4	9	16	4	0
Stxbp4	91	139	210	274	193	224	202	316	160	260	239	436	132	28
Stxbp5	222	524	424	647	496	545	572	764	426	513	760	737	490	203
Stxbp5l	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Stxbp6	51	146	91	194	139	226	146	224	101	138	130	250	44	42
Styk1	12	550	195	183	520	133	138	70	102	118	54	62	254	32
Styx	29	55	51	32	42	32	49	74	18	44	64	129	21	20
Styxl1	21	29	16	20	14	19	14	54	26	51	22	14	6	0
Sub1	4822	3412	4676	2786	2568	3986	3059	2708	3849	2722	3220	6297	1993	3111
Sucla2	628	1214	1580	1224	1370	1125	1246	1159	1166	1060	1448	2111	1064	480
Suclg1	1640	2201	4550	1966	1866	1830	2337	1639	1571	2045	2158	1985	1621	1161
Suclg2	390	920	1749	894	1215	871	1046	796	784	816	941	984	902	319
Sucnr1	0	3	0	0	1	0	0	3	0	0	1	0	0	0
Suco	492	974	1239	891	886	1317	1070	807	922	963	1341	2066	1051	376
Suds3	2191	2345	5008	2907	2714	3916	3461	2543	3450	4000	3117	2042	2933	2548
Sufu	327	540	975	565	623	439	613	701	297	504	601	371	380	123
Sugct	128	58	113	78	117	96	142	36	111	100	107	87	117	63
Sugp1	351	686	1090	1015	867	894	1135	974	869	1005	1153	643	842	350
Sugp2	278	161	198	228	283	352	271	407	277	357	379	167	220	45
Sugt1	1471	1325	1946	1192	1368	1529	1473	1492	1231	1677	1577	2051	1042	1845
Sulf1	259	772	547	432	536	478	445	1525	332	300	515	410	215	290
Sulf2	717	2331	1753	2227	2523	1813	3138	1824	1668	823	997	2011	1043	597
Sult1a1	382	720	369	785	766	813	953	1421	1112	492	1730	1388	443	471
Sult1b1	21	179	14	23	65	4	8	8	0	12	1	0	0	0
Sult1c1	0	3	0	3	0	1	0	2	0	0	0	0	0	0
Sult1c2	12	10	3	2	2	0	0	1	2	1	4	0	0	0
Sult1c2-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult1c2-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult1d1	108	769	30	339	141	19	152	446	47	610	190	103	17	0
Sult1e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2b1	205	254	279	96	147	119	207	46	92	115	44	84	59	341
Sult3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Sult3a2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sult4a1	4	11	9	4	6	7	0	7	6	4	7	0	1	0
Sult5a1	6	37	14	20	32	29	26	149	24	35	54	38	13	0
Sult6b1	8	0	1	0	1	0	0	0	0	0	1	0	0	0
Sult6b2	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Sumf1	733	1333	2329	1452	1413	1640	1761	1608	1144	1737	1881	1472	1041	1051
Sumf2	361	326	611	522	452	447	507	508	356	457	460	318	390	341
Sumo1	3720	1390	1576	1041	1071	1552	1465	972	1059	1592	1393	1381	623	1980
Sumo2	384	307	432	275	323	326	327	289	224	350	325	572	206	136
Sumo3	2409	2416	4171	2154	2582	2488	3271	2578	2315	2300	2364	2240	1951	1857
Sun1	450	1700	1726	2291	2042	2073	2344	2014	1511	2319	2505	1640	1989	276
Sun2	543	2089	2396	2802	1975	2400	2455	2598	1568	3147	2590	1068	1782	742
Sun3	0	0	1	1	3	0	0	3	0	0	1	0	0	0
Sun5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suox	178	1074	850	703	1299	654	906	439	495	823	562	423	851	50
Supt16	507	1235	1657	1490	1598	1366	1656	1752	1137	1500	1635	1819	1272	381
Supt20	431	370	682	453	469	371	468	790	278	623	614	821	365	256
Supt20-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt3	135	261	319	251	214	269	223	278	281	286	249	176	234	222
Supt4a	2877	1148	1875	1125	1173	1531	1906	1196	1405	2352	1642	741	904	2459
Supt4b	12	14	9	11	8	10	27	8	8	11	12	2	6	18
Supt5	1219	2872	3999	3455	3231	2998	3859	3488	2572	3507	3916	2461	2949	1333
Supt6	413	2017	3078	3000	2645	2532	2968	3091	1921	3036	3443	2856	3048	487
Supt7l	154	295	482	354	310	288	338	419	243	361	460	366	341	86
